,8,16,32,64,128
100M,0.0130373034626245,0.0168050546199083,0.0207694452255964,0.0226899720728397,0.0232465546578168
600M,0.0123924612998962,0.0156621914356946,0.0186679102480411,0.0216105245053768,0.0233930982649326
1B,0.0060934405773878,0.0,0.0,0.0,0.0
