Step,SW_1B_8GPU - system/gpu.0.powerWatts,SW_1B_8GPU - system/gpu.2.powerWatts,SW_1B_8GPU - system/gpu.4.powerWatts,SW_1B_8GPU - system/gpu.6.powerWatts,SW_100M_128GPU - system/gpu.0.powerWatts,SW_100M_128GPU - system/gpu.2.powerWatts,SW_100M_128GPU - system/gpu.4.powerWatts,SW_100M_128GPU - system/gpu.6.powerWatts,SW_600M_128GPU - system/gpu.0.powerWatts,SW_600M_128GPU - system/gpu.2.powerWatts,SW_600M_128GPU - system/gpu.4.powerWatts,SW_600M_128GPU - system/gpu.6.powerWatts,SW_600M_64GPU - system/gpu.0.powerWatts,SW_600M_64GPU - system/gpu.2.powerWatts,SW_600M_64GPU - system/gpu.4.powerWatts,SW_600M_64GPU - system/gpu.6.powerWatts,SW_100M_64GPU - system/gpu.0.powerWatts,SW_100M_64GPU - system/gpu.2.powerWatts,SW_100M_64GPU - system/gpu.4.powerWatts,SW_100M_64GPU - system/gpu.6.powerWatts,SW_100M_32GPU - system/gpu.0.powerWatts,SW_100M_32GPU - system/gpu.2.powerWatts,SW_100M_32GPU - system/gpu.4.powerWatts,SW_100M_32GPU - system/gpu.6.powerWatts,SW_600M_32GPU - system/gpu.0.powerWatts,SW_600M_32GPU - system/gpu.2.powerWatts,SW_600M_32GPU - system/gpu.4.powerWatts,SW_600M_32GPU - system/gpu.6.powerWatts,SW_600M_8GPU - system/gpu.0.powerWatts,SW_600M_8GPU - system/gpu.2.powerWatts,SW_600M_8GPU - system/gpu.4.powerWatts,SW_600M_8GPU - system/gpu.6.powerWatts,SW_600M_16GPU - system/gpu.0.powerWatts,SW_600M_16GPU - system/gpu.2.powerWatts,SW_600M_16GPU - system/gpu.4.powerWatts,SW_600M_16GPU - system/gpu.6.powerWatts,SW_100M_8GPU - system/gpu.0.powerWatts,SW_100M_8GPU - system/gpu.2.powerWatts,SW_100M_8GPU - system/gpu.4.powerWatts,SW_100M_8GPU - system/gpu.6.powerWatts,SW_100M_16GPU - system/gpu.0.powerWatts,SW_100M_16GPU - system/gpu.2.powerWatts,SW_100M_16GPU - system/gpu.4.powerWatts,SW_100M_16GPU - system/gpu.6.powerWatts
,352.20946745562134,358.3201183431952,386.87236686390526,375.1772189349114,168.36142857142858,169.6185714285714,168.02,168.57142857142858,193.0900000000001,193.0614285714286,190.84642857142856,191.63785714285711,214.60949999999997,212.0425,215.16350000000003,212.347,203.3988888888889,197.71,198.14222222222224,206.5644444444445,222.13937499999997,217.434375,214.820625,219.76875,238.65228571428577,228.9471428571429,232.55199999999996,232.83542857142857,346.84543859649125,344.8750877192982,328.5373684210525,336.75315789473683,256.2303636363637,253.32618181818185,243.5130909090909,244.91018181818177,248.07,252.86299999999997,252.77375,248.79625,224.49592592592597,229.0277777777778,228.4096296296297,237.17259259259265
