"epoch","SW_1B_8GPU - _step","SW_1B_8GPU - _step__MIN","SW_1B_8GPU - _step__MAX","SW_1B_8GPU - val_loss","SW_1B_8GPU - val_loss__MIN","SW_1B_8GPU - val_loss__MAX","SW_100M_128GPU - _step","SW_100M_128GPU - _step__MIN","SW_100M_128GPU - _step__MAX","SW_100M_128GPU - val_loss","SW_100M_128GPU - val_loss__MIN","SW_100M_128GPU - val_loss__MAX","SW_600M_128GPU - _step","SW_600M_128GPU - _step__MIN","SW_600M_128GPU - _step__MAX","SW_600M_128GPU - val_loss","SW_600M_128GPU - val_loss__MIN","SW_600M_128GPU - val_loss__MAX","SW_600M_64GPU - _step","SW_600M_64GPU - _step__MIN","SW_600M_64GPU - _step__MAX","SW_600M_64GPU - val_loss","SW_600M_64GPU - val_loss__MIN","SW_600M_64GPU - val_loss__MAX","SW_100M_64GPU - _step","SW_100M_64GPU - _step__MIN","SW_100M_64GPU - _step__MAX","SW_100M_64GPU - val_loss","SW_100M_64GPU - val_loss__MIN","SW_100M_64GPU - val_loss__MAX","SW_100M_32GPU - _step","SW_100M_32GPU - _step__MIN","SW_100M_32GPU - _step__MAX","SW_100M_32GPU - val_loss","SW_100M_32GPU - val_loss__MIN","SW_100M_32GPU - val_loss__MAX","SW_600M_32GPU - _step","SW_600M_32GPU - _step__MIN","SW_600M_32GPU - _step__MAX","SW_600M_32GPU - val_loss","SW_600M_32GPU - val_loss__MIN","SW_600M_32GPU - val_loss__MAX","SW_600M_8GPU - _step","SW_600M_8GPU - _step__MIN","SW_600M_8GPU - _step__MAX","SW_600M_8GPU - val_loss","SW_600M_8GPU - val_loss__MIN","SW_600M_8GPU - val_loss__MAX","SW_600M_16GPU - _step","SW_600M_16GPU - _step__MIN","SW_600M_16GPU - _step__MAX","SW_600M_16GPU - val_loss","SW_600M_16GPU - val_loss__MIN","SW_600M_16GPU - val_loss__MAX","SW_100M_8GPU - _step","SW_100M_8GPU - _step__MIN","SW_100M_8GPU - _step__MAX","SW_100M_8GPU - val_loss","SW_100M_8GPU - val_loss__MIN","SW_100M_8GPU - val_loss__MAX","SW_100M_16GPU - _step","SW_100M_16GPU - _step__MIN","SW_100M_16GPU - _step__MAX","SW_100M_16GPU - val_loss","SW_100M_16GPU - val_loss__MIN","SW_100M_16GPU - val_loss__MAX"
"0","134","134","134","0.00609344057738781","0.00609344057738781","0.00609344057738781","2","2","2","0.023246554657816887","0.023246554657816887","0.023246554657816887","2","2","2","0.023393098264932632","0.023393098264932632","0.023393098264932632","4","4","4","0.021610524505376816","0.021610524505376816","0.021610524505376816","4","4","4","0.022689972072839737","0.022689972072839737","0.022689972072839737","8","8","8","0.020769445225596428","0.020769445225596428","0.020769445225596428","8","8","8","0.018667910248041153","0.018667910248041153","0.018667910248041153","33","33","33","0.01239246129989624","0.01239246129989624","0.01239246129989624","16","16","16","0.015662191435694695","0.015662191435694695","0.015662191435694695","33","33","33","0.01303730346262455","0.01303730346262455","0.01303730346262455","16","16","16","0.016805054619908333","0.016805054619908333","0.016805054619908333"
