,8,16,32,64,128
100M,7.143434244791667,7.185062273550722,6.601672952586207,6.362652243589744,5.897259615384615
600M,6.903950452302631,11.328807533914727,8.893969669117647,8.510046875,7.790838341346154
1B,6.236721783980583,11.141644912347562,11.084639980670104,8.538969809322035,8.017144886363637
