,8,16,32,64,128
100M,0.0128519693389534,0.0144218048080801,0.0167895145714283,0.0213395226746797,0.022914208471775
600M,0.0131512228399515,0.0153603097423911,0.0197817496955394,0.0227177701890468,0.0238972548395395
1B,0.0128219332545995,0.0149870086461305,0.0197450835257768,0.0216296073049306,0.0235146898776292
