nparams,8,16,32,64,128
1B,51.527780294418335,53.48610877990723,53.51542830467224,51.70833468437195,47.66203761100769
600M,49.416667222976685,49.02932047843933,51.96296572685242,50.73765516281128,52.8225302696228
200M,51.347219944000244,49.17129576206207,48.52623641490936,51.012349128723145,50.24383068084717
100M,51.8240749835968,50.97067952156067,53.06018590927124,47.87808656692505,52.86574363708496
