nparams,8,16,32,64,128
1B,46.28240764141083,,,43.91666650772095,44.68981623649597
600M,43.009260296821594,44.26388740539551,44.31944489479065,45.814815163612366,43.226853013038635
200M,41.305556893348694,40.47994017601013,43.43364238739014,41.040125489234924,42.93055534362793
100M,42.38888919353485,42.016977071762085,40.9521609544754,40.18055498600006,39.601850509643555
