nparams,8,16,32,64,128
1B,90.32407402992249,,,88.48611116409302,88.98611068725586
600M,87.55555748939514,88.81481289863586,88.60648274421692,89.93518352508545,87.6111090183258
200M,87.70833611488342,86.59259080886841,88.9629602432251,87.77315020561218,88.53240609169006
100M,88.08333277702332,87.45833039283752,87.3796284198761,85.60185432434082,86.00462675094604
