nparams,8,16,32,64,128
1B,95.22685408592224,96.3009238243103,96.26851677894592,95.333331823349,95.60648202896118
600M,94.58796381950378,95.80092430114746,95.09259462356567,95.86111307144165,95.82407474517822
200M,95.18518447875977,94.37500238418579,94.56018805503845,95.54166793823242,94.83333230018616
100M,95.25462985038757,95.13425827026367,95.60185074806213,94.28240656852722,94.66666579246521
